Plaque	Well	Starting fly	Death before 29C	Death after 29C	Total live fly	Bloating	Percent Bloating	Number of eggs	Tumor presence	Tumor percent corrected	Percent survival	Comments	RackNo	RackPos	CATNUM	mol weight Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description
9	7H	4	0	0	4	3	0.75	40		0	1		09	7H	K3375	189.17219	Kynurenic acid	4-Hydroxyquinoline-2-carboxylic acid	Glutamate		Antagonist	NMDA-Glycine	Excitatory amino acid receptor antagonist; blocks kainic acid-induced neurotoxicity; metabolite of tryptophan
9	8A	4	0	1	3	1	0.333333333	30	3	1	0.75		09	8A	K3888	327.18287	Kenpaullone	NSC 664704	Phosphorylation	Enzyme	Inhibitor	CDK1, CDK2, CDK5	Potent inhibitor of CDK1/cyclin B, CDK2/cyclin A, CDK2/cyclin E, and CDK5/p25 
9	8B	4	0	0	4	0	0	50	4	1	1		09	8B	U6881	466.66969	U-73343	1-[6-[((17ß)-3-Methoxyestra-1,3,5[10]-trien-17-yl)amino]hexyl]-2,5-pyrrolidinedione	G-protein			PLC	Inactive analog of U73122 (Rack 16, Well D06)
9	8C	4	0	0	4	2	0.5	50		0	1		09	8C	L0258	363.80363	L-701,324	7-Chloro-4-hydroxy-3-(3-phenoxy)phenylquinolin-2[1H]-one	Glutamate		Antagonist	NMDA-Glycine	Selective antagonist at the glycine site of the NMDA glutamate receptor
9	8D	4	0	1	3	1	0.333333333	20	0	0	0.75		09	8D	L0664	246.30891	loxoprofen	Koloxo	Prostaglandin	Enzyme	Inhibitor	COX	Non-steroidal anti-inflammatory (NSAID) drug; analgesic
9	8E	4	0	0	4	1	0.25	40	2	0.5	1		09	8E	L1011	364.8757	Labetalol hydrochloride	2-Hydroxy-5-(1-hydroxy-2-[(1-methyl-3-phenylpropyl)amino]ethyl)benzamide hydrochloride	Adrenoceptor		Antagonist	beta	Competitive beta-adrenoceptor antagonist
9	8F	4	0	1	3	0	0	30	2	0.666666667	0.75		09	8F	SML0644	479.96782	SANT-2	N-[3-(1H-Benzimidazol-2-yl)-4-chlorophenyl]-3,4,5-triethoxybenzamide	Gene Regulation	Enzyme	Inhibitor	SMO	SANT-2 is a potent sonic hedgehog pathway (shh) antagonist that directly inhibits by binding to the smoothened receptor.
9	8G	4	0	0	4	1	0.25	50	2	0.5	1		09	8G	C5493	285.39521	CyPPA	Cyclohexyl-[2-(3,5-dimethyl-pyrazol-1-yl)-6-methyl-pyrimidin-4-yl]-amine	K+ Channels		Modulator	SK3 and SK2	CyPPA is a positive modulator of small conductance Ca2+-activated K2+ channels; selective for SK3 and SK2.
9	8H	4	0	0	4	0	0	30	2	0.5	1		09	8H	L2037	242.27703	beta-Lapachone		Apoptosis		Activator		Induces apoptosis in HL-60 cells; anticancer agent
9	9A	4	0	0	4	1	0.25	30	2	0.5	1		09	9A	SML1102	507.47547	Darifenacin hydrobromide   	(3S)-1-[2-(2,3-Dihydro-5-benzofuranyl)ethyl]-a,a-diphenyl-3-pyrrolidineacetamide hydrobromide	Cholinergics		Antagonist	M3	Darifenacin hydrobromide is an antispasmodic muscarinic antagonist, selective for blocking the M3 muscarinic acetylcholine receptor
9	9B	4	0	0	4	2	0.5	50		0	1		09	9B	L2536	430.95436	LY-310,762 hydrochloride		Serotonin		Antagonist	5-HT1D	Potent, selective 5-HT 1D serotonin receptor antagonist.
9	9C	4	1	1	2	1	0.5	50	2	1	0.666666667		09	9C	O0257	417.63751	Olvanil	N-Vannilyloleoylamide	Neurotransmission		Agonist	Vanilloid receptor	Vanilloid receptor agonist
9	9D	4	0	1	3	2	0.666666667	30		0	0.75		09	9D	L2906	387.81705	Lomefloxacin hydrochloride		Antibiotic	Enzyme	Inhibitor	DNA Gyrase	DNA gyrase inhibitor
9	9E	4	0	1	3	1	0.333333333	50	4	1.333333333	0.75		09	9E	L3791	256.09564	Lamotrigine	GI 267119X; 6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine	Anticonvulsant				Anticonvulsant
9	9F	4	0	1	3	2	0.666666667	50		0	0.75		09	9F	L4376	373.92696	alpha-Lobeline hydrochloride	(-)-Lobeline hydrochloride	Cholinergic		Agonist	Nicotinic	Neuronal nicotinic acetylcholine receptor agonist
9	9G	4	0	0	4	1	0.25	35	2	0.5	1		09	9G	L4762	513.51253	Loperamide hydrochloride		Opioid		Ligand		Meperidine congener which binds to opioid receptors; Ca2+ channel antagonist
9	9H	3	0	0	3	2	0.666666667	20		0	1		09	9H	L4900	321.16515	Lonidamine	Diclondazolic acid	Cell Stress	Enzyme	Inhibitor	Mitochondrial hexokinase	Inhibits the energy metabolism of neoplastic cells by interfering with mitochondrial hexokinase, cellular respiration, and glycolysis; damages cell and mitochondrial membranes
9	10A	4	0	0	4	1	0.25	40	2	0.5	1	1 mouche sur 4 semble CyO : non-bloating, mais GFP +	09	10A	L5025	270.21293	Leflunomide	5-Methylisoxazole-4-(4-trifluoromethylcarboxanilide)	Immune System	Enzyme	Inhibitor		Immunosuppressive; its metabolite, a malononitrile derivative, inhibits dihydroorotate dehydrogenase (in the de novo pyrimidine synthesis pathway) and several protein tyrosine kinases
9	10B	4	0	1	3	1	0.333333333	50	1	0.333333333	0.75		09	10B	SML0653	359.35749	Capecitabine	5'-Deoxy-5-fluoro-N-[(pentyloxy)carbonyl]cytidine, Ro-9-1978	Gene Regulation				Capecitabine is an anti-cancer drug, a prodrug of doxifluridine, metabolized to 5-fluorouracil at the tumor site.
9	10C	4	0	0	4	3	0.75	50		0	1		09	10C	L5647	270.80521	Lidocaine hydrochloride		Na+ Channel		Modulator		Anti-arrhythmic; local anesthetic
9	10D	4	0	1	3	0	0	40	4	1.333333333	0.75	1 mouche est morte et bloating	09	10D	L5783	343.31039	Lidocaine N-ethyl bromide quaternary salt	QX-314	Na+ Channel		Antagonist		Quaternary lidocaine derivative which blocks both fast, Na+-dependent action potentials and voltage-dependent, non-inactivating Na+ conductance
9	10E	4	0	0	4	2	0.5	50		0	1		09	10E	A6664	252.6965	4-Amidinophenylmethanesulfonyl fluoride hydrochloride	4-Amidinobenzylsulfonyl fluoride hydrochloride, p-APMSF	Biochemistry	Enzyme	Inhibitor	Serine protease	Irreversible inhibitor of serine proteases with lysine or arginine substrate specificities
9	10F	4	0	2	2	2	1	45		0	0.5		09	10F	L8401	290.41174	LE 300	7-Methyl-6,7,8,9,14,15-hexahydro-5H-benz[d]indolo[2,3-g]azecine	Dopamine		Antagonist	D1	Potent, selective D1 dopamine receptor antagonist
9	10G	4	0	0	4	2	0.5	25		0	1		09	10G	L8533	369.36808	Lansoprazole		Ion Pump		Inhibitor	H+ pump	Gastric proton pump inhibitor
9	10H	4	0	0	4	3	0.75	30		0	1		09	10H	L8539	327.90107	L-687,384 hydrochloride	1'-Benzyl-3,4-dihydrospiro[naphthalene-1-(2H),4'-piperidine] hydrochloride	Opioid		Agonist	sigma1	Putative sigma-1 receptor agonist
9	11A	4	0	0	4	1	0.25	40	2	0.5	1		09	11A	SMl0912	448.52297	SB 674042 	(2S)- 1-[[5-(2-Fluorophenyl)-2-methyl-4-thiazolyl]carbonyl]-2-[(5-phenyl-1,3,4-oxadiazol-2-yl)methyl]-pyrrolidine	Cytokines		Antagonist	OX1R	SB-674042 is potent and selective OX1R antagonist
9	11B	4	0	0	4	3	0.75	35		0	1		09	11B	N0287	564.5766	NNC 55-0396	(1S,2S)-2-(2-(N-[(3-Benzimidazol-2-yl)propyl]-N-methylamino)ethyl)-6-fluoro-1,2,3,4-tetrahydro-1-isopropyl-2-naphtyl cyclopropanecarboxylate dihydrochloride	Ca2+ Channel		Inhibitor	T-type	Selective T-type calcium channel inhibitor.
9	11C	4	0	0	4	2	0.5	50		0	1		09	11C	R0529	340.39072	Ro 90-7501	2'-(4-Aminophenyl)-[2,5'-bi-1H-benzimidazol]-5-amine	Neurodegeneration		Inhibitor	amyloid beta42 fibril formation	Inhibits amyloid beta42 (Abeta42) fibril formation.
9	11D	4	0	0	4	2	0.5	35		0	1		09	11D	L9664	382.89381	Loratadine	4-(8-chloro-5,6-dihydro-11H-benzo[5,6]cycloheptal[1,2-b]pyridin-11-ylidene-1-piperidinecarboxylic acid ethyl ester	Histamine		Antagonist	H1	H1 Histamine receptor antagonist
9	11E	4	0	1	3	1	0.333333333	50	3	1	0.75		09	11E	L9756	240.75666	(-)-Tetramisole hydrochloride	Levamisole hydrochloride	Phosphorylation	Enzyme	Inhibitor		Inhibits multiple mammalian alkaline phosphatases
9	11F	4	0	1	3	3	1	40		0	0.75		09	11F	L9787	341.36983	L-655,708	Ethyl (S)-11,12,13,13a-Tetrahydro-7-methoxy-9-oxo-9H-imidazo[1,5-a]pyrrolo[2,1-c][1,4]benzodiazepine-1-carboxylate	Benzodiazepine		Ligand	GABA-A	Selective ligand for the benzodiazepine site of GABA-A receptors which contain the alpha5 subunit
9	11G	4	0	0	4	2	0.5	30		0	1		09	11G	L9908	343.81321	LY-294,002 hydrochloride	2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one hydrochloride	Phosphorylation	Enzyme	Inhibitor	PI3K	Specific phosphatidylinositol 3-kinase (PI3K) inhibitor.
9	11H	4	0	0	4	3	0.75	15		0	1		09	11H	L106	445.90668	Loxapine succinate		Dopamine		Antagonist		Dibenzoxazepine antipsychotic agent
10	2A	4	0	0	4	2	0.5	10		0	1		10	2A	T5576	305.89194	TMPH hydrochloride	2,2,6,6-Tetramethylpiperidin-4-yl heptanoate hydrochloride	Cholinergic		Inhibitor	Nicotinic	Potent inhibitor of neuronal nicotinic receptors. Subtype specific (alpha3/4 and beta 2/4 combinations).
10	2B	4	0	0	4	1	0.25	50	4	1	1		10	2B	L109	481.39917	Lorglumide sodium	CR 1409	Cholecystokinin		Antagonist	CCK-A	Potent and selective non-peptide cholecystokinin (CCK) receptor antagonist; orally active
10	2C	4	0	0	4	2	0.5	25		0	1		10	2C	SMl0040	443.4633	Lometrexol hydrate 	"
 LY 264618 hydrate N-[4-[2-[(6R)-2-amino-3,4,5,6,7,8-hexahydro-4-oxopyrido[2,3-d]pyrimidin-6-yl]ethyl]benzoyl]-L-glutamic acid hydrate 
"	Apoptosis	Enzyme	Inhibitor	GARFTase	Lometrexate is a potent inhibitor of GARFTase, but does not interfere with enzymes involved in the synthesis of folate
10	2D	4	0	0	4	2	0.5	60		0	1		10	2D	P0618	312.25269	cis(+/-)-8-OH-PBZI hydrobromide	cis-8-Hydroxy-3-(n-propyl)-1,2,3a,4,5,9b-hexahydro-1H-benz[e]indole hydrobromide	Dopamine		Agonist	D3	D3 dopamine receptor agonist
10	2E	4	0	0	4	2	0.5	25		0	1		10	2E	B175	322.85963	BW 723C86	alpha-methyl-5-(2-thienylmethoxy)-1H-Indole-3-ethanamine monohydrochloride	Serotonin		Agonist	5-HT2B	5-HT2B serotonin receptor agonist.
10	2F	4	0	0	4	0	0	40	4	1	1		10	2F	"SMl1152
"	305.39873	GSK137647A    	 4-Methoxy-N-(2,4,6-trimethylphenyl)-benzenesulfonamide	Lipids		Agonist	FFA4/GPR120	GSK137647A is a selective agonist of the free fatty acid receptor 4 (FFA4/GPR120),
10	2G	4	0	0	4	0	0	20	3	0.75	1		10	2G	SML0269	329.2347	Nitisinone	2-(2-Nitro-4-trifluoromethylbenzoyl)-1,3-cyclohexanedione 2-[2-Nitro-4-(trifluoromethyl)benzoyl]cyclohexane-1,3-dione NTBC Nitisone SC 0735	Cell Stress	Enzyme	Inhibitor	4-Hydroxyphenylpyruvate oxidase 	Nitrisinone is a competitive inhibitor that reversibly inhibits 4-Hydroxyphenylpyruvate oxidase (dioxygenase). 
10	2H	4	1	1	2	1	0.5	50	2	1	0.666666667		10	2H	L131	363.2929	L-745,870 hydrochloride	3-[[4-(4-Chlorophenyl)piperazin-1-yl]methyl]-1H-pyrrolo[2,3-b]pyridine hydrochloride	Dopamine		Antagonist	D4	Selective D4 dopamine receptor antagonist
10	3A	4	0	0	4	2	0.5	30		0	1		10	3A	"SMl1100
"	380.40395	 Varespladib	2-[[3-(2-amino-2-oxoacetyl)-2-ethyl-1-(phenylmethyl)-1H-indol-4-yl]oxy]-acetic acid	Lipids	Enzyme	Inhibitor	sPLA2	Varespladib is a potent and selective inhibitor of secretory phospholipase A2 (sPLA2)
10	3B	4	0	0	4	0	0	10	3	0.75	1		10	3B	L134	391.47677	Linopirdine	DuP 996	Cholinergic		Releaser		Stimulates release of acetylcholine and other neurotransmitters; cognitive enhancer
10	3C	4	0	0	4	0	0	50	4	1	1		10	3C	L135	340.85617	L-741,626	(±)-3-[4-(4-Chlorophenyl)-4-hydroxypiperidinyl]methylindole	Dopamine		Antagonist	D2	Selective D2 dopamine receptor antagonist
10	3D	4	0	2	2	1	0.5	20	2	1	0.5		10	3D	L119	598.48582	L-703,606 oxalate salt hydrate	cis-2-(Diphenylmethyl)-N-[(2-iodophenyl)methyl]-1-azabicyclo[2.2.2]octan-3-amine oxalate salt	Tachykinin		Antagonist	NK1	Potent and selective non-peptide NK-1 tachykinin receptor antagonist
10	3E	4	0	0	4	0	0	40	4	1	1		10	3E	M0763	336.26431	Metoclopramide hydrochloride		Dopamine		Antagonist	D2	5-HT3 Serotonin receptor antagonist; D2 dopamine receptor antagonist; anti-emetic
10	3F	4	0	2	2	2	1	20		0	0.5	1 mouche est morte et bloating	10	3F	M0814	335.23079	R(-)-Me5	1-(2,6-Dimethylphenoxy)-3-methyl-2-butanamine hydroiodide	Na+ Channel		Antagonist		Potent sodium channel antagonist
10	3G	4	0	0	4	1	0.25	15	4	1	1		10	3G	M1022	307.43673	Dihydrocapsaicin	8-Methyl-N-vanillylnonanamide	Vanilloid		Agonist		Capsaicin analog
10	3H	3	0	0	3	2	0.666666667	25		0	1		10	3H	M1275	252.24771	(-)-Naproxen sodium	(S)-6-Methoxy-alpha-methyl-2-naphthaleneacetic acid sodium	Prostaglandin	Enzyme	Inhibitor	COX	COX-1 and COX-2 inhibitor
10	4A	4	0	0	4	3	0.75	30		0	1		10	4A	M1387	118.56679	4-Methylpyrazole hydrochloride	Fomepizole	Biochemistry	Enzyme	Inhibitor	Alcohol dehydrogenase	Alcohol dehydrogenase inhibitor
10	4B	4	0	0	4	3	0.75	30		0	1		10	4B	M1404	301.32607	Nocodazole	R 17934	Cytoskeleton and ECM		Inhibitor	beta-tubulin	Disrupts microtubules by binding to beta-tubulin
10	4C	4	0	1	3	2	0.666666667	20		0	0.75		10	4C	M1514	280.28287	N-omega-Methyl-5-hydroxytryptamine oxalate salt	N-omega-Methylserotonin	Serotonin		Ligand		Serotonin receptor ligand
10	4D	4	0	1	3	0	0	55	3	1	0.75		10	4D	M1559	278.14286	Moxonidine hydrochloride	BDF-5895	Adrenoceptor		Agonist	alpha2A	Selective alpha2A adrenoreceptor agonist; imidazoline binding site agonist; antihypertensive
10	4E	4	0	1	3	0	0	25	3	1	0.75		10	4E	SMl0932	336.34752	"Psoralidin
"	3,9-Dihydroxy-2-(3-methyl-2-butenyl)-6H-benzofuro[3,2-c][1]benzopyran-6-one; 3,9-Dihydroxy-2-prenylcoumestan	Apoptosis	Enzyme	Inhibitor	PTP1B	Psoralidin is a furanocoumarin natural product used in Chinese medicine. Psoralidin,s a PTP1B inhibitor
10	4F	4	0	2	2	0	0	20	2	1	0.5		10	4F	B1686	356.181	BIO	(2'Z,3'E)-6-Bromoindirubin-3'-oxime	Phosphorylation	Enzyme	Inhibitor	GSK-3alpha/beta	Potent, selective, reversible, and ATP-competitive glycogen synthase kinase 3alpha/beta (GSK-3alpha/beta) inhibitor.
10	4G	4	0	0	4	2	0.5	15		0	1		10	4G	M1809	399.55648	MRS 1523	3-propyl-6-ethyl-5-[(ethylthio)carbonyl]-2-phenyl-4-propyl-3-pyridine carboxylate	Adenosine		Antagonist	A3	Selective A3 adenosine receptor antagonist in rat
10	4H	5	0	0	5	3	0.6	20		0	1		10	4H	F7932	321.33863	Famciclovir  	2-(2-(2-Amino-9H-purin-9-yl)ethyl)-1,3-propanediol diacetate ester, BRL 42810	Immune Cell Signaling		Antiviral		Famciclovir is an antiviral
10	5A	4	1	0	3	1	0.333333333	30	3	1	1		10	5A	SML0667	482.49854	PF-429242 dihydrochloride	4-[(Diethylamino)methyl]-N-[2-(2-methoxyphenyl)ethyl]-N-(3R)-3-pyrrolidinyl-benzamide dihydrochloride, PF 429242 dihydrochloride	Gene Regulation	Enzyme	Inhibitor	S1P	PF-429242 is a potent inhibitor of S1P (cellular proprotein convertase sterol regulatory element-binding protein (SREBP) site 1 protease).
10	5B	4	0	1	3	0	0	5	3	1	0.75		10	5B	M2398	520.60362	Metaproterenol hemisulfate		Adrenoceptor		Agonist	beta2	beta2-Adrenoceptor agonist
10	5C	4	0	1	3	1	0.333333333	10	3	1	0.75		10	5C	M2525	300.83447	Mianserin hydrochloride	1,2,3,4,10,14b-Hexahydro-2-methyldibenzo[c,f]pyryzino[1,2-a]azepine hydrochloride	Serotonin		Antagonist		Serotonin receptor antagonist
10	5D	4	0	1	3	2	0.666666667	35		0	0.75		10	5D	M2537	390.52443	Mevastatin	Compactin	Antibiotic	Enzyme	Inhibitor	Ras, Rho	Antibiotic; inhibits post-translational prenylation of proteins such as Ras and geranylgeranylation of Rho
10	5E	4	0	0	4	3	0.75	10		0	1		10	5E	M2547	266.30226	8-Methoxymethyl-3-isobutyl-1-methylxanthine	8-Methoxymethyl-IBMX	Cyclic Nucleotides	Enzyme	Inhibitor	PDE I	Selective inhibitor of Ca2+-calmodulin-dependent phosphodiesterase (PDE I)
10	5F	4	0	1	3	1	0.333333333	40	3	1	0.75		10	5F	SML0658	227.26521	3-MFA	2-(3-Methylphenyl)aminobenzoic acid	Ion Channels		Blocker	TRPM2	3-MFA is a mefenamic acid analog that blocks the transient receptor potential melastatin 2 (TRPM2) channel.
10	5G	4	0	0	4	2	0.5	35		0	1		10	5G	M2727	215.72521	Mexiletene hydrochloride	1-(2,6-Xylyloxy)-2-aminopropane	Na+ Channel		Blocker		Sodium channel blocker
10	5H	4	0	1	3	2	0.666666667	40		0	0.75		10	5H	M2776	455.51523	Methylergonovine maleate	Methergine maleate	Dopamine		Antagonist		Dopamine antagonist; ergot alkaloid which interacts with serotonergic, dopaminergic and alpha-adrenergic systems
10	6A	4	0	0	4	2	0.5	10		0	1		10	6A	M2901	242.23633	Molsidomine	SIN-10	Nitric Oxide		Donor		Vasodilator; converted by the liver to the active metabolite, SIN-1
10	6B	4	0	0	4	2	0.5	30		0	1		10	6B	SML0223	290.10759	Zoledronic acid monohydrate 	P,P'-[1-Hydroxy-2-(1H-imidazol-1-yl)ethylidene]bisphosphonic acid monohydrate Zoledronate monohydrate [1-hydroxy-2-(1H-imidazol-1-yl)ethane-1,1-diyl]bis(phosphonic acid) monohydrate 	Kinase	Enzyme	Inhibitor	FPP synthase	Zoledronic acid (zoledronate) is a bisphosphonate bone resorption inhibitor, an inhibitor of farnesyl diphosphate (FPP) synthase 
10	6C	4	0	1	3	2	0.666666667	35		0	0.75	1 mouche est morte et bloating	10	6C	SMl0741	349.43636	ML324    	"N-(3-(Dimethylamino)propyl)-4-(8-hydroxyquinolin-6-yl)benzamide 

"	Gene Regulation	Enzyme	Inhibitor	JMJD2	ML324 is a potent JMJD2 demethylase inhibitor that is highly effective in reducing herpes simplex virus (HSV) IE gene expression.
10	6D	4	0	0	4	2	0.5	25		0	1		10	6D	M3127	278.37258	S-Methylisothiourea hemisulfate	Carbamimidothioic acid methyl ester hemisulfate	Nitric Oxide	Enzyme	Inhibitor	iNOS	Selective inducle nitric oxide synthase inhibitor
10	6E	4	0	2	2	1	0.5	35	2	1	0.5		10	6E	M3184	451.3949	MG 624	N,N,N-Triethyl-2-(4-trans-stilbenoxy)ethylammonium iodide	Cholinergic		Antagonist	Nicotinic	Nicotinic acetylcholine receptor antagonist; selectively inhibits alpha-bungarotoxin sensitive receptors that contain the alpha7 subunit
10	6F	4	0	1	3	1	0.333333333	35	3	1	0.75		10	6F	M3262	147.13178	N-Methyl-D-aspartic acid	NMDA	Glutamate		Agonist	NMDA	NMDA glutamate receptor agonist
10	6G	4	0	0	4	2	0.5	15		0	1		10	6G	M3281	245.70807	alpha-Methyl-DL-tyrosine methyl ester hydrochloride	AMPT	Neurotransmission	Enzyme	Inhibitor	Tyrosine hydroxylase	Tyrosine hydroxylase inhibitor
10	6H	4	0	0	4	3	0.75	20		0	1		10	6H	M7319	312.79922	ML 10302	2-Piperidinoethyl-4-amino-5-chloro-2-methoxybenzoate	Serotonin		Agonist	5-HT4	Potent, selective 5-HT4 serotonin receptor agonist.
10	7A	4	0	0	4	4	1	15		0	1		10	7A	M3668	403.52878	Metergoline	[[(8beta)-1,6-Dimethylergolin-8-yl]-methyl]carbamic acid phenylmethyl ester	Serotonin		Antagonist	5-HT2/5-HT1D	5-HT1/5-HT2 Serotonin receptor antagonist; analgesic; antipyretic
10	7B	3	0	0	3	3	1	35		0	1		10	7B	U106	519.42669	(-)-cis-(1S,2R)-U-50488 tartrate	(-)-(1S,2R)-cis-3,4-Dichloro-N-methyl-N-[2-(1-pyrrolidinyl)cyclohexyl]benzeneacetamide tartrate	Neurotransmission		Ligand	Sigma receptor	Potent sigma receptor ligand.
10	7C	4	0	2	2	1	0.5	15	2	1	0.5		10	7C	M3778	308.63757	Clorgyline hydrochloride	N-Methyl-N-propargyl-3-(2,4-dichlorophenoxy)-propylamine hydrochloride	Neurotransmission	Enzyme	Inhibitor	MAO-A	Selective MAO-A inhibitor
10	7D	4	0	1	3	1	0.333333333	45	3	1	0.75		10	7D	D9446	213.19172	L-DOPS 	"L-threo 3,4-Dihydroxyphenylserine
"	Adrenergics		Agonist		L-DOPS is a norepinephrine precursor in vivo
10	7E	4	0	0	4	1	0.25	20	3	0.75	1		10	7E	M3935	373.38724	Meloxicam sodium	4-Hydroxy-2-methyl-N-(5-methyl-2-thiazolyl)-2H-1,2-benzothiazine-3-carboxamide 1,1-dioxide	Prostaglandin	Enzyme	Inhibitor	COX-2	Non-steroidal anti-inflammatory drug (NSAID) that shows 300-fold selectivity for cyclooxygenase-2 (COX-2) vs. cyclooxygenase-1 (COX-1).
10	7F	4	0	0	4	3	0.75	10		0	1		10	7F	M4008	302.24275	Morin	2',3,4',5,7-Pentahydroxyflavone	Cell Stress		Inhibitor	Antioxidant	Flavonoid with anti-oxidant properties; oxyradical scavenger
10	7G	4	0	1	3	2	0.666666667	10		0	0.75		10	7G	M4145	209.2528	Minoxidil		K+ Channel		Activator	ATP sensitive	K+ channel activator; antihypertensive
10	7H	4	0	0	4	1	0.25	20	3	0.75	1		10	7H	R8404	238.19826	Rufinamide	1-[(2,6-difluorophenyl)methyl]-1H-1,2,3-Triazole-4-carboxamide	Neurotransmission		Anticonvulsant		Broad-spectrum anticonvulsant.
10	8A	4	0	0	4	2	0.5	30		0	1		10	8A	M4531	318.1371	Meclofenamic acid sodium	2-([2,6-Dichloro-3-methylphenyl]amino)benzoic acid sodium	Prostaglandin	Enzyme	Inhibitor	COX / 5-Lipoxygenase	Cyclooxygenase and 5-Lipoxygenase inhibitor
10	8B	4	0	1	3	2	0.666666667	35		0	0.75		10	8B	M4659	211.22503	Milrinone	1,6-Dihydro-2-methyl-6-oxo-[3,4'-bipyridine]-5-carbonitrile	Cyclic Nucleotides	Enzyme	Inhibitor	PDE III	Phosphodiesterase III inhibitor
10	8C	4	0	0	4	2	0.5	10		0	1		10	8C	M4796	209.20347	(±)-alpha-Methyl-4-carboxyphenylglycine	(±)-MCPG	Glutamate		Antagonist	Metabotropic	Competitive metabotropic glutamate receptor antagonist
10	8D	4	0	1	3	2	0.666666667	10		0	0.75		10	8D	M4910	198.09661	1-Methylhistamine dihydrochloride		Histamine		Metabolite		Histamine metabolite that crosses the blood-brain barrier
10	8E	3	0	0	3	3	1	10		0	1		10	8E	M5154	315.84352	Moxisylyte hydrochloride	4-Dimethylaminoethoxy-5-isopropyl-2-methylphenyl acetate hydrochloride	Adrenoceptor		Antagonist	alpha1	alpha1-Adrenoceptor antagonist
10	8F	4	0	2	2	1	0.5	25		0	0.5	1 mouche est morte et bloating	10	8F	M5171	265.33348	S-Methyl-L-thiocitrulline acetate	N5-[Imino(methylthio)methyl]-L-ornithine acetate	Nitric Oxide	Enzyme	Inhibitor	NOS	Potent inhibitor of NOS; more potent than L-thiocitrulline
10	8G	4	0	0	4	2	0.5	30		0	1		10	8G	M5250	232.28467	Melatonin	N-[2-(5-Methoxyindol-3-yl)ethyl]acetamide	Melatonin		Agonist		Endogenous neurohormone which controls photo-periodic biological rhythms
10	8H	4	0	0	4	4	1	20		0	1		10	8H	M5379	180.22699	L-Methionine sulfoximine	L-S-(3-Amino-3-carboxypropyl)-S-methylsulfoximine	Glutamate	Enzyme	Inhibitor	Glutamine synthase	Ornithine decarboxylase activator; glutamine synthetase inhibitor
10	9A	4	0	0	4	3	0.75	25		0	1		10	9A	M5391	684.83162	(±)-Metoprolol (+)-tartrate	1-(Isopropylamino)-3-(p-[beta-methoxyethyl]phenoxy)-2-propanol tartrate	Adrenoceptor		Antagonist	beta1	Beta1-Adrenoceptor antagonist
10	9B	4	0	1	3	3	1	50		0	0.75		10	9B	M5435	229.71144	6-Methyl-2-(phenylethynyl)pyridine hydrochloride	MPEP hydrochloride	Glutamate		Antagonist	mGluR5	Highly selective, non-competitive mGluR5 metabotropic glutamate receptor antagonist
10	9C	4	0	1	3	2	0.666666667	15		0	0.75	1 mouche est morte et bloating	10	9C	M5441	568.56485	Mibefradil dihydrochloride	Ro 40-5967; (1S,2S)-2-[2[[3-(2-benzimidazolylpropyl]methylamino]ethyl]-6-fluoro-1,2,3,4-tetrahydro-1-isopropyl-2-naphthyl methoxyacetate dihydrochloride	Ca2+ Channel		Blocker	T-type	T-type Ca2+ channel blocker
10	9D	4	0	1	3	2	0.666666667	35		0	0.75		10	9D	"SML0233
"	421.4536	Ro 61-8048	"3,4-Dimethoxy-N-[4-(3-nitrophenyl)-2-thiazolyl]-benzenesulfonamide 3,4-Dimethoxy-N-[4-(3-nitrophenyl)thiazol-2-yl]benzenesulfonamide Ro-61-8048 
"	Neuroscience	Enzyme	Inhibitor	KMO	Ro 61-8048 is an inhibitor of kynurenine 3-monooxygenase (KMO) that increases kynurenic acid levels and reduces extracellular glutamate in the brain
10	9E	4	1	1	2	1	0.5	35		0	0.666666667		10	9E	M5560	232.60228	(S)-MAP4 hydrochloride	(S)-2-Amino-2-methyl-4-phosphonobutanoate hydrochloride	Glutamate		Antagonist	mGluR4,6,7	Selective mGluR4,6,7 metabotropic glutamate receptor antagonist
10	9F	4	0	0	4	3	0.75	35		0	1		10	9F	M5644	521.10237	(±)-Methoxyverapamil hydrochloride	D600; Gallopamil	Ca2+ Channel		Antagonist	L-type	L-type Ca2+ channel antagonist
10	9G	4	0	1	3	0	0	25	2	0.666666667	0.75		10	9G	M5685	276.29462	Metrazoline oxalate	1H-Imidazole, 4,5-dihydro-2-[(1E)-2-(2-methylphenyl)ethenyl,-ethandioate 	Imidazoline		Ligand		Potent and selective imidazoline binding site ligand
10	9H	4	0	0	4	3	0.75	20		0	1		10	9H	M6191	276.68128	GW9662	2-Chloro-5-nitro-N-phenyl-benzamide	Transcription		Inhibitor	PPAR-gamma	Irreversible peroxisome proliferator-activated receptor-gamma (PPAR-gamma) inhibitor
10	10A	4	0	0	4	2	0.5	20		0	1		10	10A	SML0886	421.49715	Leukadherin-1	4-[5-[[4-Oxo-3-(phenylmethyl)-2-thioxo-5-thiazolidinylidene]methyl]-2-furanyl]-benzoic acid	Cell Signaling and Neuroscience		Agonist	 CD11b/CD18 	Leukadherin-1 is an agonist of integrin CD11b/CD18 that can increase the extent of CD11b/CD18-dependent cell adhesion of transfected cells and of primary human and mouse neutrophils
